crop_name,disease_name,symptoms,recommended_fertilizers,recommended_insecticides,image_url
Sugarcane,Leaf Blight,Dark spots,"Potassium, Calcium","Carbaryl, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sugarcane,Rust,Stunted growth,"Phosphorous, Potassium","Malathion, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Sugarcane,Powdery Mildew,White powdery coating,"Magnesium, Calcium","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sugarcane,Downy Mildew,Chlorosis,"Potassium, Calcium","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sugarcane,Root Rot,Necrotic areas,"Sulfur, Potassium","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sugarcane,Wilt,White powdery coating,"Sulfur, Phosphorous","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sugarcane,Anthracnose,Yellowing leaves,"Phosphorous, Nitrogen","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sugarcane,Smut,Wilting,"Sulfur, Nitrogen","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Sugarcane,Scab,Dark spots,"Calcium, Phosphorous","Carbaryl, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Sugarcane,Mosaic Virus,Fungal patches,"Potassium, Calcium","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cotton,Leaf Blight,Dark spots,"Potassium, Nitrogen","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cotton,Rust,Water-soaked lesions,"Phosphorous, Nitrogen","Permethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cotton,Powdery Mildew,Necrotic areas,"Phosphorous, Potassium","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cotton,Downy Mildew,Fungal patches,"Phosphorous, Potassium","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cotton,Root Rot,Chlorosis,"Calcium, Magnesium","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cotton,Wilt,Water-soaked lesions,"Sulfur, Phosphorous","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cotton,Anthracnose,Stunted growth,"Sulfur, Potassium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cotton,Smut,Dark spots,"Phosphorous, Nitrogen","Permethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cotton,Scab,White powdery coating,"Sulfur, Potassium","Spinosad, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cotton,Mosaic Virus,Leaf curling,"Nitrogen, Calcium","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Jute,Leaf Blight,Necrotic areas,"Magnesium, Potassium","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Jute,Rust,Wilting,"Nitrogen, Sulfur","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Jute,Powdery Mildew,Water-soaked lesions,"Phosphorous, Potassium","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Jute,Downy Mildew,Water-soaked lesions,"Sulfur, Magnesium","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Jute,Root Rot,Necrotic areas,"Calcium, Phosphorous","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Jute,Wilt,Chlorosis,"Nitrogen, Calcium","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Jute,Anthracnose,Water-soaked lesions,"Sulfur, Potassium","Cypermethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Jute,Smut,Yellowing leaves,"Phosphorous, Magnesium","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Jute,Scab,Fungal patches,"Calcium, Potassium","Permethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Jute,Mosaic Virus,Leaf curling,"Sulfur, Nitrogen","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tea,Leaf Blight,Leaf curling,"Potassium, Nitrogen","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tea,Rust,Stunted growth,"Sulfur, Nitrogen","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tea,Powdery Mildew,Dark spots,"Nitrogen, Phosphorous","Malathion, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tea,Downy Mildew,Dark spots,"Magnesium, Phosphorous","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tea,Root Rot,Leaf curling,"Potassium, Calcium","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tea,Wilt,Water-soaked lesions,"Phosphorous, Sulfur","Cypermethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tea,Anthracnose,Water-soaked lesions,"Potassium, Calcium","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tea,Smut,Leaf curling,"Phosphorous, Potassium","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tea,Scab,White powdery coating,"Potassium, Magnesium","Lambda-cyhalothrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tea,Mosaic Virus,Yellowing leaves,"Magnesium, Sulfur","Lambda-cyhalothrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coffee,Leaf Blight,Water-soaked lesions,"Calcium, Nitrogen","Thiamethoxam, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coffee,Rust,Dark spots,"Phosphorous, Sulfur","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coffee,Powdery Mildew,Chlorosis,"Nitrogen, Calcium","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coffee,Downy Mildew,Fungal patches,"Magnesium, Nitrogen","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coffee,Root Rot,White powdery coating,"Sulfur, Nitrogen","Cypermethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coffee,Wilt,Leaf curling,"Magnesium, Phosphorous","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coffee,Anthracnose,Water-soaked lesions,"Nitrogen, Calcium","Chlorantraniliprole, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coffee,Smut,Necrotic areas,"Potassium, Calcium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coffee,Scab,Wilting,"Phosphorous, Potassium","Chlorantraniliprole, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coffee,Mosaic Virus,Dark spots,"Magnesium, Potassium","Carbaryl, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tobacco,Leaf Blight,Water-soaked lesions,"Calcium, Sulfur","Spinosad, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tobacco,Rust,Dark spots,"Magnesium, Calcium","Chlorantraniliprole, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tobacco,Powdery Mildew,Water-soaked lesions,"Calcium, Potassium","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tobacco,Downy Mildew,Necrotic areas,"Calcium, Magnesium","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tobacco,Root Rot,Leaf curling,"Magnesium, Potassium","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tobacco,Wilt,Wilting,"Magnesium, Phosphorous","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tobacco,Anthracnose,Necrotic areas,"Potassium, Phosphorous","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tobacco,Smut,Water-soaked lesions,"Calcium, Potassium","Spinosad, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tobacco,Scab,Necrotic areas,"Phosphorous, Magnesium","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tobacco,Mosaic Virus,Water-soaked lesions,"Magnesium, Sulfur","Lambda-cyhalothrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Rubber,Leaf Blight,Stunted growth,"Phosphorous, Magnesium","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Rubber,Rust,White powdery coating,"Calcium, Phosphorous","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Rubber,Powdery Mildew,Water-soaked lesions,"Sulfur, Phosphorous","Lambda-cyhalothrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Rubber,Downy Mildew,White powdery coating,"Calcium, Magnesium","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Rubber,Root Rot,Water-soaked lesions,"Phosphorous, Sulfur","Permethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Rubber,Wilt,Necrotic areas,"Potassium, Phosphorous","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Rubber,Anthracnose,Wilting,"Nitrogen, Phosphorous","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Rubber,Smut,Leaf curling,"Potassium, Magnesium","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Rubber,Scab,Stunted growth,"Calcium, Magnesium","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Rubber,Mosaic Virus,Fungal patches,"Phosphorous, Sulfur","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sunflower,Leaf Blight,Chlorosis,"Potassium, Sulfur","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sunflower,Rust,Stunted growth,"Phosphorous, Calcium","Spinosad, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sunflower,Powdery Mildew,Dark spots,"Potassium, Magnesium","Chlorantraniliprole, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sunflower,Downy Mildew,Wilting,"Sulfur, Nitrogen","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sunflower,Root Rot,Water-soaked lesions,"Sulfur, Nitrogen","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sunflower,Wilt,Stunted growth,"Potassium, Sulfur","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Sunflower,Anthracnose,Dark spots,"Nitrogen, Calcium","Thiamethoxam, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sunflower,Smut,Wilting,"Magnesium, Potassium","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sunflower,Scab,Stunted growth,"Potassium, Sulfur","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sunflower,Mosaic Virus,Stunted growth,"Phosphorous, Calcium","Thiamethoxam, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mustard,Leaf Blight,Leaf curling,"Calcium, Sulfur","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mustard,Rust,Yellowing leaves,"Phosphorous, Sulfur","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mustard,Powdery Mildew,Stunted growth,"Calcium, Sulfur","Carbaryl, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mustard,Downy Mildew,White powdery coating,"Magnesium, Nitrogen","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mustard,Root Rot,Dark spots,"Magnesium, Nitrogen","Lambda-cyhalothrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mustard,Wilt,Stunted growth,"Magnesium, Nitrogen","Lambda-cyhalothrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mustard,Anthracnose,Fungal patches,"Sulfur, Nitrogen","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mustard,Smut,Water-soaked lesions,"Magnesium, Phosphorous","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mustard,Scab,Chlorosis,"Sulfur, Nitrogen","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mustard,Mosaic Virus,Chlorosis,"Calcium, Phosphorous","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sesame,Leaf Blight,Wilting,"Calcium, Magnesium","Cypermethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sesame,Rust,Wilting,"Calcium, Magnesium","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sesame,Powdery Mildew,Water-soaked lesions,"Magnesium, Calcium","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sesame,Downy Mildew,Water-soaked lesions,"Potassium, Magnesium","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sesame,Root Rot,Leaf curling,"Potassium, Phosphorous","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sesame,Wilt,Water-soaked lesions,"Nitrogen, Potassium","Malathion, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sesame,Anthracnose,Dark spots,"Phosphorous, Calcium","Cypermethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sesame,Smut,Chlorosis,"Phosphorous, Magnesium","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Sesame,Scab,Fungal patches,"Nitrogen, Potassium","Lambda-cyhalothrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sesame,Mosaic Virus,Dark spots,"Phosphorous, Sulfur","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pumpkin,Leaf Blight,White powdery coating,"Magnesium, Phosphorous","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pumpkin,Rust,Necrotic areas,"Calcium, Sulfur","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pumpkin,Powdery Mildew,White powdery coating,"Magnesium, Nitrogen","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pumpkin,Downy Mildew,Dark spots,"Potassium, Sulfur","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pumpkin,Root Rot,Fungal patches,"Calcium, Potassium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pumpkin,Wilt,White powdery coating,"Sulfur, Potassium","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pumpkin,Anthracnose,Leaf curling,"Sulfur, Calcium","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pumpkin,Smut,Dark spots,"Nitrogen, Calcium","Lambda-cyhalothrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pumpkin,Scab,Fungal patches,"Potassium, Sulfur","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pumpkin,Mosaic Virus,Chlorosis,"Magnesium, Nitrogen","Lambda-cyhalothrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cucumber,Leaf Blight,Fungal patches,"Sulfur, Nitrogen","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cucumber,Rust,Stunted growth,"Calcium, Magnesium","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cucumber,Powdery Mildew,Yellowing leaves,"Phosphorous, Sulfur","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cucumber,Downy Mildew,Water-soaked lesions,"Calcium, Phosphorous","Thiamethoxam, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cucumber,Root Rot,Necrotic areas,"Calcium, Potassium","Malathion, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cucumber,Wilt,Stunted growth,"Phosphorous, Nitrogen","Permethrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cucumber,Anthracnose,Water-soaked lesions,"Sulfur, Nitrogen","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cucumber,Smut,Leaf curling,"Potassium, Magnesium","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cucumber,Scab,Wilting,"Calcium, Magnesium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cucumber,Mosaic Virus,Dark spots,"Nitrogen, Sulfur","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Zucchini,Leaf Blight,White powdery coating,"Calcium, Nitrogen","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Zucchini,Rust,White powdery coating,"Magnesium, Nitrogen","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Zucchini,Powdery Mildew,Stunted growth,"Magnesium, Sulfur","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Zucchini,Downy Mildew,Necrotic areas,"Sulfur, Nitrogen","Chlorantraniliprole, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Zucchini,Root Rot,Wilting,"Calcium, Magnesium","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Zucchini,Wilt,Leaf curling,"Nitrogen, Calcium","Permethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Zucchini,Anthracnose,Fungal patches,"Phosphorous, Calcium","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Zucchini,Smut,White powdery coating,"Nitrogen, Phosphorous","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Zucchini,Scab,White powdery coating,"Potassium, Nitrogen","Chlorantraniliprole, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Zucchini,Mosaic Virus,Dark spots,"Magnesium, Potassium","Permethrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Bitter Gourd,Leaf Blight,Yellowing leaves,"Magnesium, Calcium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Bitter Gourd,Rust,Water-soaked lesions,"Calcium, Sulfur","Spinosad, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Bitter Gourd,Powdery Mildew,Stunted growth,"Magnesium, Phosphorous","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Bitter Gourd,Downy Mildew,Water-soaked lesions,"Sulfur, Phosphorous","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Bitter Gourd,Root Rot,Leaf curling,"Magnesium, Sulfur","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Bitter Gourd,Wilt,Fungal patches,"Sulfur, Potassium","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
